X,Y,concentration,wind_speed,wind_dir
3.575,2.525,0.90238,0.05289,139.43983
3.325,2.325,0.89153,0.07795,233.45058
3.625,2.275,0.84492,0.05333,124.08636
3.825,2.425,0.9137,0.033,136.60853
4.275,2.475,0.96164,0.01478,197.28232
3.925,2.425,0.92236,0.02862,137.08128
3.975,2.475,0.92969,0.02569,137.11409
4.175,2.625,0.96995,0.02548,152.35877
4.175,2.475,0.95813,0.02101,174.18086
4.675,2.525,0.99106,0.04845,276.17303
4.575,2.275,0.98374,0.03355,257.46749
4.525,2.275,0.9765,0.02583,248.91949
4.925,2.675,0.97916,0.07023,291.01818
4.675,2.575,0.99246,0.0547,281.01411
5.225,2.625,0.8787,0.04003,47.27767
5.475,2.625,0.78077,0.07711,89.27177
5.425,2.675,0.79344,0.08663,82.1982
5.275,2.275,0.8477,0.00866,339.15732
5.425,2.375,0.78449,0.03335,81.48113
0.475,3.125,0.82278,0.06301,11.00676
0.125,2.775,0.81012,0.01982,75.59922
0.425,2.825,0.81362,0.01945,55.49299
0.275,2.725,0.81142,0.01152,78.07548
0.475,2.875,0.81546,0.0236,39.06559
0.675,2.875,0.82013,0.03129,36.48908
0.875,2.725,0.82692,0.01969,29.31179
0.625,2.775,0.8154,0.0269,60.70954
0.625,3.075,0.81992,0.06138,12.92674
0.625,3.025,0.81841,0.05169,16.11744
1.475,2.975,0.83109,0.0707,355.72499
1.325,2.825,0.82696,0.0613,359.39248
1.525,2.975,0.83038,0.06929,357.63437
1.425,3.125,0.82868,0.07043,4.38935
1.375,2.825,0.82695,0.06314,356.46782
1.775,2.775,0.83258,0.05907,351.16756
2.025,2.925,0.85137,0.05702,20.12561
2.075,2.975,0.88406,0.06156,28.26356
1.925,2.725,0.84271,0.04871,359.76475
1.875,2.725,0.83776,0.05072,357.084
2.225,2.875,1.18021,0.06413,47.49614
2.675,3.125,1.17116,0.1125,52.93352
2.675,2.975,0.98544,0.08662,65.93542
2.325,3.075,1.24886,0.08356,49.86873
2.425,2.775,1.85752,0.09604,77.5469
2.825,3.125,0.90533,0.09467,49.82015
3.025,2.875,0.88397,0.00693,120.45296
2.775,2.725,0.87582,0.00923,129.63871
3.225,2.925,0.9043,0.0101,144.59425
3.125,2.825,0.89177,0.00375,299.57425
3.825,3.025,0.9886,0.01396,166.20261
3.375,2.975,0.92592,0.01646,142.37836
3.775,2.875,0.96437,0.02445,151.72623
3.675,2.775,0.93619,0.03364,140.63271
3.425,3.025,0.94476,0.02434,129.73324
4.225,3.025,0.98987,0.02358,331.5544
4.075,2.825,0.96949,0.01594,121.66636
4.325,2.725,0.96624,0.00737,223.35086
